show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s676,Movie,Star Wars: The Last Jedi (Episode VIII),Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,26-Dec-19,2017,PG-13,152 min,"Action-Adventure, Science Fiction",New heroes and galactic legends join to unlock mysteries of the Force.
s677,Movie,Forky Asks a Question: What is a Leader?,Bob Peterson,"Tony Hale, Bonnie Hunt, Bob Peterson",United States,20-Dec-19,2019,TV-G,6 min,"Animation, Comedy, Family","Dolly teaches Forky about the qualities of a good leader, and he puts those qualities to the test!"
s678,Movie,George of the Jungle 2,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir","United States, Australia",20-Dec-19,2003,PG,89 min,"Action-Adventure, Comedy, Family","George must rescue his family, then save the jungle from becoming mulch."
s679,Movie,High School Musical: The Musical: The Series: The Special,Clayton Cogswell,"Joshua Bassett, Olivia Rodrigo, Sofia Wylie, Matt Cornett, Dara Renee",United States,20-Dec-19,2019,TV-G,23 min,"Coming of Age, Documentary, Drama",An exclusive look into the making of High School Musical: The Musical: The Series.
s680,TV Show,Pick of the Litter,,,United States,20-Dec-19,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Watch an adorable group of six dogs on their quest to become guides for Guide Dogs for the Blind.
s681,Movie,Togo,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",United States,20-Dec-19,2019,PG,117 min,"Action-Adventure, Animals & Nature, Family",An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog.
s682,Movie,Forky Asks a Question: What is a Computer?,Bob Peterson,"Tony Hale, Kristen Schaal, James Brinkley, Bob Peterson",United States,13-Dec-19,2019,TV-G,6 min,"Animation, Comedy, Family",Trixie explains to Forky what a computer does as they experience the common stresses of technology.
s683,Movie,Wind,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",United States,13-Dec-19,2019,G,9 min,"Animation, Family, Fantasy","Trapped deep down an endless chasm, a grandmother and boy seek to escape to a better life."
s684,Movie,Forky Asks a Question: What is Love?,Bob Peterson,"Tony Hale, Carl Reiner, Mel Brooks, Carol Burnett, Betty White, Kristen Schaal",United States,6-Dec-19,2019,TV-G,7 min,"Animation, Comedy, Family",Forky tries to understand the idea of love from some elder toys who think they’ve experienced it.
s685,TV Show,One Day at Disney (Shorts),,,,6-Dec-19,2019,TV-PG,1 Season,"Anthology, Docuseries, Family",Meet the diverse group of people behind some of Disney’s most magical stories.
s686,Movie,Marvel Studios' Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson",United States,5-Dec-19,2017,PG-13,132 min,"Action-Adventure, Comedy, Fantasy",Thor races against time to ensure that Asgard does not fall into the Hela's ruthless hands.
s687,TV Show,Disney The Lion Guard,,"Max Charles, Diamond White, Dusan Brown, Atticus Shaffer, Joshua Rush",United States,3-Dec-19,2015,TV-Y,3 Seasons,"Action-Adventure, Animation, Comedy",The Lion Guard has assembled and now they will DEFEND!
s688,Movie,One Day at Disney,Fritz Mitchell,,United States,3-Dec-19,2019,TV-PG,62 min,"Documentary, Family",Discover the inspiring personal stories of the people behind the enduring magic of Disney.
s689,TV Show,Disney Star vs. the Forces of Evil,,"Eden Sher, Adam McArthur",United States,1-Dec-19,2014,TV-Y7,4 Seasons,"Action-Adventure, Animation, Comedy",Star battles villains throughout the multiverse.
s690,Movie,Expedition Amelia,Chad Cohen,"Allison Janney, Bob Ballard, Fredrik Hiebert",United States,1-Dec-19,2019,TV-PG,94 min,"Action-Adventure, Documentary, Historical",Dr. Robert Ballard plans an expedition to solve the mystery of Amelia Earhart’s disappearance.
s691,Movie,Glory Road,James Gartner,"Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr",United States,1-Dec-19,2006,PG,119 min,"Biographical, Drama, Sports",The story of the first all African-American college basketball team.
s692,TV Show,Henry Hugglemonster,,"Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren","Ireland, United Kingdom, United States, South Korea, Canada",1-Dec-19,2012,TV-Y,2 Seasons,"Animation, Fantasy, Kids",Hugglemonsters always find a way!
s693,Movie,Incredible! The Story of Dr. Pol,,"Ari Rubin, Dr. Pol",,1-Dec-19,2015,TV-14,44 min,"Animals & Nature, Biographical, Documentary",Dr. Pol shares his life story – from his wartime childhood to a love story fit for the movies.
s694,Movie,Marvel Rising: Chasing Ghosts,,"Dee Baker, Chloe Bennet, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden",United States,1-Dec-19,2019,TV-Y7-FV,24 min,"Action-Adventure, Animation, Superhero",Ghost-Spider teams up with the Secret Warriors.
s695,Movie,Marvel Rising: Heart of Iron,,"Dee Baker, Chloe Bennet, Dove Cameron, Robbie Daymond, Kathreen Khavari, Daisy Lightfoot",United States,1-Dec-19,2019,TV-Y7,46 min,"Action-Adventure, Animation, Coming of Age",Ironheart joins the Secret Warriors to defend Earth.
s696,TV Show,Miles From Tomorrowland,,"Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny",United States,1-Dec-19,2014,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Blastastic! Join Miles and his family in outer space!
s697,TV Show,Sheriff Callie's Wild West,,"Mandy Moore, Lucas Grabeel","United States, South Korea, France",1-Dec-19,2011,TV-Y,2 Seasons,"Animation, Kids, Western",Come and see how the West was fun with Sheriff Callie!
s698,TV Show,Supercar Megabuild,,Dom Joly,United States,1-Dec-19,2016,TV-PG,2 Seasons,"Buddy, Docuseries, Lifestyle",A team of top car mechanics create awesome supercar megabuilds.
s699,Movie,The Incredible Dr. Pol: Blue Ribbon Kids,,"Ari Rubin, Dr. Pol",,1-Dec-19,2016,TV-PG,42 min,"Animals & Nature, Documentary, Family",It’s a best-of-the-kids compilation episode with the world’s most famous veterinarian.
